id,ratedFloodZone,elevationDifference,postFIRMConstructionIndicator,primaryResidenceIndicator,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim
f8cf5967-1eb9-4554-bd82-d81ec0db5de9,AE,4.0,0,0,2211.73,8899.69,0.00
335c4dc4-0f6b-4536-8080-481a554497e5,X,,1,0,0.00,36800.00,0.00
9ab9bc5d-7b1a-45bc-b1c3-7434e22e78e5,C,,0,1,10144.08,3777.67,0.00
fc974caf-729a-4221-8cc5-da55ee979c60,AE,0.0,0,1,,,
b82d2be4-156c-4998-b046-0ddc53fb040e,B,,0,1,,,
039187c6-f23d-4335-960a-ac9d79c52d5b,A05,,0,0,,,
7024b88d-9330-4ce7-b626-2398445d1c5c,AE,2.0,1,0,3195.91,1086.00,0.00
98e55937-87fc-4bd3-abc4-bcebe0d51ea0,AE,-2.0,0,1,123633.38,60000.00,0.00
a777287e-1540-48c8-9ac1-da9117a40e95,V15,,0,1,51529.48,21000.00,0.00
a81d67ae-2a81-46ef-97f5-b6452df80ffa,A07,,0,1,18150.04,0.00,0.00
b31d974d-0ab8-4a50-9697-1c7f3c71f1a7,X,,1,0,,,
819a93a9-9a4c-4fa1-8c88-c098a5781df5,C,,0,0,2362.82,0.00,0.00
80f80e8d-7f2e-4dd7-b8ce-349a48f00e51,A03,,0,1,74658.93,26500.00,0.00
e516ecc5-5b90-4f6b-9728-01e736978070,AE,0.0,0,1,0.00,9550.10,0.00
0af0544e-69d4-4814-a16d-d9ab6531bb56,A,,0,0,11400.00,3445.44,0.00
baad0eda-4d27-4386-bd6f-e93191efc30e,AE,,0,1,18297.28,0.00,0.00
f49e9e76-5b8b-4e46-857d-f37ade62df1b,X,,0,1,,,
dfdaff78-154c-4c89-99c1-e8c76dc664d8,A11,,0,0,66900.72,14271.88,0.00
5de2c95e-253e-4d72-a01b-beefefa3ad5f,A11,,0,0,3649.19,0.00,0.00
0e032065-9536-46b7-9177-f327a3d9b9a1,,,0,0,905.92,1189.00,0.00
a41a649f-408e-445e-a647-f0a10b7cac01,C,,0,0,220.00,0.00,0.00
40d17d14-3783-4300-b5d4-2007814de367,AE,-7.0,0,1,10211.24,6623.60,0.00
8f80376c-7e7e-446d-8415-3fddec4c52af,A04,0.0,1,1,90800.00,11000.00,0.00
02335f24-9594-4a5f-ac08-53f96959fdd7,AE,,0,1,2748.35,0.00,0.00
e6d6afa0-427f-43b2-a1a7-40ac00fa84ae,C,,0,0,1667.50,0.00,0.00
1dda9009-11e6-4dae-852e-4cd1291efa7b,A04,,0,1,76000.00,8400.00,0.00
f5689bdd-ae54-4243-9a6f-46bf986c12b7,V13,,0,0,38500.00,0.00,0.00
515ac882-32f9-4383-8dcb-24d5a41186de,,,0,0,7447.45,0.00,0.00
81b450c2-ed72-48dd-a9e2-a4a0d2a46317,X,,0,1,1383.16,0.00,0.00
2e42e834-e2db-4030-b4e1-9bc8224dbae7,A02,,0,0,683.90,0.00,0.00
b37ab129-ab56-45bc-8db5-7c71829b2b33,AE,5.0,1,0,0.00,0.00,0.00
967f5f6b-f31b-4fae-bb86-14ddd1759f74,A15,,0,0,0.00,325.00,0.00
589895d9-23a6-4680-816b-33401004d0c4,A,,0,0,17453.52,499.78,0.00
669c154b-1325-4e5c-91a1-b4609235c689,A04,0.0,1,0,62000.00,10000.00,0.00
86a56ee7-7114-4f70-9ae4-332ec9059897,A,-2.0,1,1,4926.63,0.00,0.00
008b9749-28ca-4748-a034-33d21fc4a4af,AE,0.0,1,1,87988.17,31154.80,0.00
ac290fca-d93f-491c-b14e-20756bd0b85a,A09,5.0,1,1,125500.00,32700.00,7782.11
911f4cea-c007-49b3-b345-ca2371599bff,C,,0,0,70.00,2233.50,0.00
5298cc46-eb1a-4eb8-bb00-8c021e334c16,V17,,0,0,1196.30,1074.00,0.00
f0aec72d-67b7-4728-a9a5-0b14a2d7d644,X,,1,0,,,
4e8d1ca1-ca3b-43ca-9dea-425bdfedf6b7,AE,,1,0,0.00,0.00,0.00
0512eb3c-da9d-490d-ac84-e71463b5e2f6,X,,1,1,164249.54,19744.17,0.00
7de98bc7-3179-4e87-9755-07406f6b3a29,AE,,0,0,9075.91,1875.64,0.00
f8b351d9-de78-43ff-a212-d67274415ff0,A01,,0,0,1003.52,727.98,0.00
69a33a22-59e8-4bbb-8643-61d81362696e,V16,,0,0,16793.03,7817.34,0.00
b40c6339-d2fb-4fb7-a391-65b8a3fd050c,AE,,0,0,,,
5d5346ac-1486-4c52-b306-78c3d766fcb9,AE,,1,1,343514.13,194599.62,0.00
a5431d11-3766-436c-a211-63658f4d6c5a,A08,,1,0,25883.40,6060.56,0.00
cee1ccf4-5ab7-4ba1-bca1-a4a994bf59e6,A12,,0,0,260.00,1265.80,0.00
3ef107ab-15a9-48c9-b120-e6a9143c1e1f,X,,1,1,9552.00,0.00,0.00
4012f91c-789f-4759-9418-80ca15c5a26d,,,0,0,,,
1bccc15f-e62d-4c73-be65-ea1821cf8c1e,AE,1.0,0,1,80622.31,0.00,0.00
c80df637-99f2-4887-9ef2-b4b8b4de7395,,,0,0,,,
43b14a90-8cb0-43ae-956e-61252e78233d,A06,,0,0,4574.97,2254.00,0.00
dfcfd121-3b68-4ae6-9482-d0f10e2af470,X,,0,1,15583.80,6880.37,0.00
150e4710-cf41-4f72-83c9-6e61fb2609e7,AE,1.0,1,0,,,
30be512f-e149-409c-a914-73f2fa935ab1,AE,11.0,1,0,1476.10,0.00,0.00
d46a6ae4-68f6-47a7-bef9-59fec56dc1fc,A07,,0,1,48967.99,0.00,0.00
2cec2bf0-fb0b-4f80-a400-7fb429d0b6fc,A,,0,0,545.58,745.00,0.00
40681acf-6249-4ecd-90db-b8b292cdd52a,B,,0,0,468.80,206.25,0.00
e58ec4eb-3641-4ba7-b394-f02e4a20da8c,A09,,0,0,52854.75,0.00,0.00
80a1c877-2c7d-4dbc-a8bf-1bf8bba58318,VE,5.0,1,0,2590.16,0.00,0.00
3e35e7e2-2761-462b-943f-e344a446fff6,AE,1.0,1,1,,,
9ef6c3ce-7d5a-42e8-8276-8ed0ee389e21,AE,6.0,1,0,10258.98,0.00,0.00
f869e2e9-eb47-4019-9c0d-827702f0f1c5,A08,,0,1,,,
7886c55e-2d22-4b0d-8b5b-c613fd36f348,,,0,0,,,
d29d5203-ecdd-40cd-b2d2-131213947a2e,AE,,0,0,55520.03,22888.54,0.00
afd6c9b5-cd77-438f-a194-840b3e5b77fd,A10,,0,0,3528.82,1938.93,0.00
11232e2b-62fa-45b0-a0d8-a64f9d486b5a,X,,0,1,32066.00,14489.73,0.00
a8c7b83a-3f89-40e3-9451-7016b84288d8,,,0,0,2227.71,1240.26,0.00
ce694b67-7b06-4424-891f-b85e37bec28f,AE,,0,0,270925.40,0.00,0.00
6d1e6632-cbda-4c34-989b-1cbdc2be00bb,,,0,0,475.00,1175.46,0.00
21973ec6-60ce-49cd-b9f2-02be5aeab2f2,AE,-1.0,0,1,90878.88,0.00,0.00
cad25d15-63ce-47dd-84a9-8bfe33a6c70c,AE,,0,1,,,
822d0974-426c-4ecb-9026-fcb9d6a4c450,AE,1.0,1,0,385.20,0.00,0.00
dd7027e8-6506-4b3e-b121-4aafc1299f0d,AE,-10.0,1,1,250000.00,0.00,0.00
094ce142-72c5-49ca-b1fc-b4bbd9f5994f,A03,,0,0,3623.64,18352.08,0.00
3e062754-2f5b-4e2a-9212-61dfcd7da189,A10,,0,0,0.00,2338.00,0.00
748f6824-5b37-42e9-99a1-3af6188d6f77,A,,0,0,7613.23,0.00,0.00
c530b45d-f4c1-487f-ab51-49601eea385b,A05,-3.0,1,1,69122.45,19267.55,0.00
6fd35024-6f87-48ac-b49e-dba41ef18d5b,A01,1.0,1,1,102700.00,0.00,0.00
51e81984-b95f-492e-8dbc-cf807dee8c1f,,,0,0,,,
132fe4bf-6e3f-4463-814c-da81c8320eb2,A01,2.0,0,1,66600.00,27038.04,0.00
84213815-f978-407c-8616-ffb0f0627781,A,,0,0,14336.37,0.00,0.00
17861b76-67e3-4ef7-a830-f6c0d61bbdc7,AE,-3.0,1,1,23145.38,0.00,0.00
ad5840fe-a69c-4525-ae7e-3f8ec752337d,,,0,0,794.80,1322.00,0.00
d9d18d7f-b2eb-45d9-af0d-e87117172872,A02,,0,1,13160.05,0.00,0.00
d67c05a5-ddab-47ef-b9ea-16eb09ca414a,AE,8.0,1,0,1562.50,0.00,0.00
7f2cf35a-b9b4-4c1b-95fc-72a0b1fb897f,AE,1.0,1,0,13845.57,0.00,0.00
1cc2d40b-7b27-4eb7-b603-5f999208dc35,X,,1,1,250000.00,100000.00,0.00
be8c6640-03cd-417b-9f49-d7668cf5fb6a,,,0,0,0.00,507.47,0.00
2acfc200-0b9f-4487-a39f-643a071d6c93,C,,0,0,599.72,0.00,0.00
8eb721ee-8083-4979-833b-7a79ff043987,AE,,0,1,145.00,0.00,0.00
421166ae-b6ad-4812-9423-84a409e9200a,A08,4.0,1,1,,,
308968b5-e1ef-4045-a4cf-e133a76fb0cf,A04,5.0,1,1,90000.00,5000.00,30000.00
667b7a0d-850c-4709-b3a1-75faca029889,AE,2.0,1,1,9419.48,5687.70,0.00
4995b651-8d28-4746-bb16-5a884f698f04,,,0,0,1065.95,532.58,0.00
97152f41-d0c9-44c2-9c8c-432c7bd73533,A10,2.0,1,0,18522.59,0.00,0.00
57ac16d3-0b7d-4ce9-895d-4c20fadaf9b9,AE,4.0,0,0,6057.59,0.00,0.00
26c5d55f-9c14-4905-b5a2-f697ff11b9e1,X,,1,1,8202.13,0.00,0.00
70fe9eb3-aa12-4dd9-9873-153d04eeaefc,A,,0,0,9210.37,789.33,0.00
5a02e3d5-3621-43eb-9caf-0557aff8a86e,A09,,0,1,71831.03,19159.51,0.00
66ddacb8-1e1b-4a6a-aa1d-76c843326804,AE,0.0,1,0,122438.53,4000.00,0.00
999bb0da-b8fe-4a1e-828b-2e08ad71eb19,B,,0,0,4329.00,1000.00,0.00
de8a1e1c-4f5d-4b50-a88b-5adf89f38528,AE,,0,1,,,
f47226d9-f0c4-4d0a-bbb9-59ee6443b3c1,A13,,0,0,6353.14,0.00,0.00
43a8b10d-6c67-4430-9072-b272cec3d8c8,AE,-1.0,1,1,14538.42,575.46,0.00
15012dfd-ad88-488f-a20a-8303753c9e9c,,,0,0,,,
3a90bea7-e705-4f4c-b53e-23869727fcad,B,,0,1,19416.29,8656.95,0.00
a3fa54a8-ef97-46fe-acdc-08050528bf55,AE,0.0,0,1,87323.02,27600.00,0.00
8d4a7084-7c9a-4e27-a8cd-ac5638d5229c,AE,,0,1,79505.94,20507.25,0.00
a0d307ab-0bbf-4b06-acdf-fcace799831d,AE,,0,1,34826.50,0.00,0.00
d2b0cd3e-d245-41a3-a3a5-f0d90a395293,C,,0,0,1007.10,702.40,0.00
98c24556-a9e8-4ef5-8c7e-74f97f558137,B,,0,0,,,
53579348-9d6a-4365-afa0-0bce44a5db9d,A,,0,0,17487.72,2489.00,0.00
fbf7ecfc-f9b9-4f8f-b8f5-aec0a69fd746,C,,1,0,2146.49,0.00,0.00
4b616509-4925-495e-81c3-29cacc8f23a0,AE,,0,1,,,
f6ed9c19-b5bc-4332-9d2e-7423b68d40f8,AE,,0,0,179906.31,0.00,0.00
749e6e7a-d377-4f58-bb77-6512928b916d,A02,,0,0,4971.51,0.00,0.00
3f220987-bc02-479d-b9ea-2fc23960fa7d,X,,0,1,12453.55,235.00,0.00
ebca575d-53d6-4081-911c-bb192407f1a3,AE,1.0,1,1,,,
e2ab432a-f2e0-4f0e-a8e1-7337c879e114,X,,0,1,81195.10,14100.00,0.00
30911172-306e-4986-88d3-b3f4efeb7ccc,X,,0,0,7130.35,0.00,0.00
1afd7776-d300-4a31-94f3-a11b99a1e539,AE,3.0,0,0,62668.80,11000.00,0.00
f537ae8e-b6c9-440c-9a9b-2401e1f5c62e,AE,-1.0,0,1,5524.22,0.00,0.00
13d6593c-a8e3-4b83-89e3-60b2f5bf2706,A14,,0,0,10411.53,0.00,0.00
3f92aad6-29fc-44eb-bce0-9408f71b3c2d,C,,0,0,1725.84,283.52,0.00
c7cb52b9-0939-4680-8a69-ced78bb7b815,A03,,0,0,261.43,0.00,0.00
74476d45-17d7-4c4a-ab68-73887e1689c0,A05,,0,0,702.88,347.00,0.00
fdc84d16-2a40-40e3-8a31-beda0c19f3b5,,,0,0,,,
d3978170-2423-400e-96ff-2db7154cb3a4,,,0,0,78.09,476.00,0.00
7545ee80-c92c-4d8a-91f6-a0c688c5ebe6,B,,0,0,,,
925051ef-933e-41c5-974d-02397a9d8315,C,,1,1,814.53,837.50,0.00
a2eca450-eaa2-4c80-a5b6-a5c7d5361e19,AE,,0,0,4643.53,0.00,0.00
b14439da-4910-4e6a-8b7d-f8402d5ac87a,A04,,0,0,,,
afc4f69f-ed0f-4aa3-ade1-e3825aadbfb4,A10,3.0,1,1,107194.96,79626.14,0.00
efe17556-cb8d-421e-87b4-bcfca3ca0a5f,C,,0,0,1949.77,2635.05,0.00
140df1df-e146-493d-92f6-9f0be6b352bd,C,,0,1,7281.15,6718.85,0.00
934824ce-bdb3-46ce-85e4-76d9a5f67fea,A,,0,0,1644.75,4417.00,0.00
b0bb97f4-c9ff-4d73-b1c1-3434c80a303c,AE,,0,1,5652.98,916.00,0.00
54337bef-44f6-41fe-9bca-4ffc91df1a0c,X,,1,1,,,
ce3b6f41-bc24-4953-828e-a2c5fcceb5bf,AE,,0,1,,,
4a1ed0e2-df20-4769-a21f-f7361a0e1454,X,,0,1,15676.08,1525.92,0.00
8f7d24a6-2352-4b87-b4d8-34e017f8e6f2,AE,,0,1,,,
2e272f7d-ccb2-43f1-adc6-877929f5a666,,,0,0,3000.00,0.00,0.00
bae65fcf-db5e-4b6f-8097-2611b6c8c922,AHB,1.0,1,1,,,
bd10413f-caa5-4a9a-bc5e-6c103fe18320,A13,,0,0,0.00,2000.00,0.00
a3426ba9-fd18-4647-b793-33ebb873e7ac,AE,0.0,1,1,127453.03,0.00,0.00
de9226fd-c6cc-48df-a898-73eb5632deda,A,,0,0,,,
e51e2d97-87ef-490a-b10e-a82edbde831e,A02,,0,0,,,
4f9df1c6-f7eb-43fe-a476-670c836db08f,A08,,0,1,35236.62,9685.18,0.00
494f6b09-93f9-4ad9-82e2-331183d241c1,B,,0,1,73035.53,50000.00,0.00
ef2dfb3c-3c4f-42bd-8ff1-ee6bb902037c,AE,,0,0,59218.47,0.00,0.00
5d676673-a1a0-4232-a96a-b113a4155f35,AE,-5.0,1,1,152028.25,0.00,0.00
8dd69787-f999-43de-90a2-1a4ab22e606e,A,,0,0,10811.79,4304.00,0.00
25cd247c-3a26-4e93-be55-3e5f0effaaf9,A09,,0,0,10726.81,0.00,0.00
0db022ec-10d7-41ba-87c1-5a896f0cc79a,AE,1.0,0,1,45380.16,0.00,0.00
38b67031-3331-4da2-a50b-fe4112d9a8ae,AE,,0,1,13428.73,0.00,0.00
85614b88-bb4c-4349-9a6b-fbb51261accb,C,,0,0,2357.20,1549.00,0.00
d9b87e34-972b-4f53-af46-3207acdac00e,A04,,0,0,4645.33,0.00,0.00
cfdf65cb-4e98-43c6-ae3f-ed9448be0d3d,C,,1,1,,,
543bd1d9-0ef8-42e1-be08-27d1ae3f1a58,B,,0,0,,,
78a0221c-6c56-4ecb-912b-f71eaa303a2b,AE,,0,1,0.00,13080.31,0.00
76844cbf-0b7b-46f3-975c-df32ab4466b1,A08,,0,0,53200.00,0.00,0.00
07e67011-7919-4f3b-ba40-030449d4e9e7,AE,,0,0,18859.00,2268.00,0.00
73ab449f-5faf-4525-85b9-bc89983dbdd5,AH,,0,1,,,
14a925bb-5710-4e96-920d-c4df66346f88,AE,1.0,1,1,2707.48,0.00,0.00
f8e1a5d7-bf91-40d5-9cf9-636531c8623b,AE,4.0,0,0,1541.41,0.00,0.00
cbc56935-ca15-48e6-96a5-60b9bb905436,B,,1,1,0.00,1138.42,0.00
2980f8f4-f5bc-4494-96b9-2ed045b1378f,C,,0,0,,,
bc31a68e-28d9-48ee-9045-7e5eb7219de0,VE,2.0,1,1,,,
0d095c06-9f74-4349-aa37-8e8145fbaf31,AE,1.0,0,1,431.77,0.00,0.00
46f7dbc4-5714-4825-b854-39f47e62a7b5,X,,1,1,,,
70051a8e-fe5e-405a-8eea-9c49b9232351,AE,-5.0,0,1,3778.77,0.00,0.00
88dac170-e12a-4703-8258-2a4dd9e41b45,VE,,0,0,0.00,811.60,0.00
ebaf1312-e382-462e-a018-38625e2eeac7,A01,,0,0,10460.30,10000.00,0.00
46cd4739-eae8-40af-b8ad-4a355d36ff94,A,,0,0,19000.00,0.00,0.00
34af2a56-9519-47a0-82ad-699c6c94ac30,AE,2.0,0,1,27927.77,0.00,0.00
7174cb60-465a-4f75-ab6a-7174a7a56953,X,,0,1,3784.10,0.00,0.00
cdfd92a4-f1a9-45a9-ac19-1d5014f2703b,X,,1,1,5313.46,1752.17,0.00
153f63ef-a649-4f80-8d5b-6e692233cabf,X,,0,1,16371.48,1563.91,0.00
64b35abb-8806-4267-9119-ac6031edfbeb,AE,8.0,1,1,220.97,0.00,0.00
e4d80a4e-458b-434f-9b90-c9dc0374a864,AE,0.0,1,1,1776.26,0.00,0.00
7d9a3799-767e-4f7d-9ea6-9ca66d4a672a,AE,,0,1,25642.13,5134.02,0.00
6ee14f1b-86c8-4934-8e00-91bc4ec6174a,AE,,0,1,35461.22,0.00,0.00
d369ff50-0021-4b2e-a171-a2c5a4139915,AE,,0,1,5000.00,0.00,0.00
3d14d7a6-ce65-4e16-93c6-8ec1b0aab1fd,AHB,,1,0,,,
2395f4e7-9e9b-4fa2-a45c-e7f7fe370e98,AE,,0,0,14320.33,0.00,0.00
c955784f-49c2-4a1e-b879-f97eb651eba5,A07,,0,0,0.00,0.00,0.00
4a8a7075-5d76-4d01-83e8-32d526884354,AH,1.0,1,1,935.79,0.00,0.00
bec203bf-8c16-45c7-a13f-3ae26d62aabc,AE,,0,1,83169.62,41419.68,0.00
90771fb4-f04b-4b31-8c94-ca06145670fb,AE,,0,0,,,
47b8f593-e96a-4ebf-a598-494d60115926,C,,0,1,10103.45,0.00,0.00
58b806ca-553b-492c-bc97-2541eae2594f,B,,0,0,,,
e00f8f7e-8f61-4e6f-a117-164aac6c318a,A07,,0,0,65868.32,9218.72,0.00
2a32803c-e4cf-4a50-ab34-ea43be45b9e2,,,0,0,,,
a861e29b-1404-4846-a644-061619d04195,,,0,0,4029.63,0.00,0.00
1a415565-2e26-4093-9cf9-3d51b2364fbc,A15,,0,0,0.00,1505.86,0.00
f0c22360-00d2-495e-ac76-0865cbee887b,A12,,0,0,34891.99,7120.15,0.00
9092cb04-675a-477d-8e34-7d608d6f3f64,A04,,0,0,14.86,0.00,0.00
0dc9e263-d392-4f78-a310-22ea15fdb79a,A,0.0,1,1,1261.05,0.00,0.00
a1ea5105-4ca4-4a31-ad07-1f4fa94d1e27,AE,2.0,1,1,,,
3f1a3613-f42e-4259-88bc-4f7082bd5203,AE,,0,0,1069.94,0.00,0.00
ed4e79a1-10c6-43e0-b490-b0a0066c08ac,A13,,0,1,756.98,0.00,0.00
e1242fed-7a4b-44f5-a271-70686b2ae5da,C,,0,1,53488.76,20738.04,0.00
c60f7e99-1903-4493-88d1-b3207859335c,AE,,0,0,96.15,0.00,0.00
2d401bcf-6124-44cc-a7c4-dcca8c0a91c4,AE,4.0,0,0,9806.90,0.00,0.00
9e542ebb-b898-464c-a9d2-4e1cf506930a,VE,,1,0,5680.06,0.00,0.00
49cafa99-8a7b-4b85-827c-59c5305ee89c,C,,0,1,72818.30,40000.00,0.00
74dfa043-cbf4-4e17-b4d9-8b051fdd481c,,,0,0,2911.38,1105.33,0.00
2c48ad15-6c89-4d24-be58-6317c991a672,AE,3.0,1,1,3149.20,0.00,0.00
fd3d9115-f825-432c-bc01-5947ff2f9f5c,A,-1.0,1,1,68673.27,24400.00,0.00
e8bb2a4e-86cc-42d3-8fe2-298215021f0d,AE,0.0,1,0,12798.39,0.00,0.00
63db18e6-a410-4339-81b1-a1521cd5768e,,,0,0,13185.04,5600.00,0.00
ffa325cd-d9d2-4554-a3cb-5dc25e2a1249,AE,,0,0,11718.69,7047.50,0.00
16cb0987-76b8-4f3c-a6f9-5f9a1bc91028,AE,,0,0,,,
b317a919-18ce-4ace-9ef3-be21902a9964,X,,0,0,47938.54,1500.00,0.00
0c6a992d-896c-475a-880e-b2b7bb7fa1a6,X,,0,0,51050.99,0.00,0.00
53ad95a7-2a43-4b44-8a7a-8599450cfbff,AE,2.0,0,1,20689.03,4013.54,0.00
9f05b7b0-584c-468b-b7ed-10c294acefeb,C,,1,1,1005.84,2613.95,0.00
537ca3a7-b992-407f-8f91-637d4bccf37a,,,0,0,1582.00,0.00,0.00
962d8a02-1368-4682-bdfe-920759412fe9,AE,,0,1,,,
88fe5846-c3c5-45a0-bcd7-241a7cf6fe6b,V06,,0,0,,,
7dccfecf-4ee8-47c3-b7c2-5f66974e7a1c,X,,0,1,,,
08c34948-e87e-491f-b5d1-e393b8dff93b,A09,,0,0,78908.38,0.00,0.00
0fd9b31a-ff94-41c0-81d6-0fa0d4090b1f,X,,1,0,,,
99654fd6-342c-48e8-b41e-af1e047b7222,A07,0.0,0,0,12761.46,12398.85,0.00
dd98f63e-8fbd-4811-a359-bf1464037683,X,,0,1,58.99,1813.20,0.00
5bf65573-df34-4e1b-b2d1-5839c5707659,A,,0,0,,,
403f3e8e-79f5-4bf4-9f6d-7bcebb3a5160,AE,-1.0,1,0,49674.66,0.00,0.00
f6473a37-47ef-40a4-85f6-7dc87bdc904c,B,,0,0,10446.05,0.00,0.00
2a0713b0-fbc0-4465-8b80-c271398ea211,X,,1,1,,,
a6842280-e4c6-4b58-8f3d-47e43189274a,AE,2.0,1,1,,,
80effc67-267e-4523-b470-c6c96164309e,AE,2.0,1,1,3682.62,0.00,0.00
c601e226-ae1e-4a99-a98e-772191eb9370,,0.0,0,0,454.00,0.00,0.00
16a364b4-709e-498c-9129-45a865cbd904,D,,0,0,0.00,859.76,0.00
e75cc7d9-f8ad-4c04-a2ca-6bef6c511980,A01,2.0,0,1,87400.00,28800.00,0.00
6011e760-4eb6-47f7-a344-bd89b05f9546,X,,1,0,17270.37,2400.00,0.00
931c6333-8adf-47bf-a308-2800591b8849,X,,1,1,5771.92,0.00,0.00
a0fac22a-51e2-44c0-8f59-0cf62e168ba2,AE,0.0,1,1,124612.96,15806.94,0.00
87c7ce6d-152d-4e77-9929-e274bf4a1aa1,AE,,0,0,19000.00,3337.55,0.00
f05d515c-5cf0-48af-8cf4-f5228792b0df,A14,,0,1,3795.84,0.00,0.00
2d79ee59-4985-470f-a9c9-8284ddb564e4,AE,2.0,0,0,135000.00,0.00,0.00
a25b9438-249a-4daa-aa5e-8253fa32f329,AE,-4.0,1,1,1297.88,0.00,0.00
806a443e-456f-40de-bf5f-3512db70efa9,A13,,0,1,17498.59,0.00,0.00
953bd6f4-323e-49c3-9428-c6622a56b14d,AE,,0,0,223541.85,100000.00,0.00
03303cf2-b486-444f-82cd-efbff210f8fb,A01,,0,0,,,
ccb400b5-814c-4787-be42-80d15ab86273,A03,,0,1,,,
0bad2fe8-0a52-4db3-8897-d0c525fb9112,AE,,0,0,44000.00,4200.00,0.00
ba138c5a-4506-4a60-9ed1-0892f4635cd2,AE,1.0,1,1,33151.33,7436.46,0.00
87c8ebbb-b768-4bca-ac86-ea2f51db8062,AE,,0,1,130173.08,10000.00,0.00
719e6fa3-309e-44a8-80cf-9a956eeaee6f,AE,,0,0,16164.04,0.00,0.00
8bc386f0-5f3c-45d2-8df2-d54a02838bbd,A01,,0,0,16100.00,0.00,0.00
176335a0-4936-4aae-8068-5bc91fa0016e,A,,0,1,21781.01,5000.00,0.00
b6f6828d-9cee-40d8-b632-aa8d27a3ad3f,AE,2.0,1,0,,,
04181ec3-d2fa-4203-b924-1928249e0830,B,,0,0,,,
7cef8e50-7088-4ba0-9c34-028e250b89d5,A05,,0,0,3478.12,0.00,0.00
9d368e4e-162e-48c0-a5d4-5d1ceef9cfa3,AE,,0,1,5683.73,0.00,0.00
9e7c1bdf-21be-42d8-8715-bff8e627ee36,B,,0,1,29100.00,0.00,0.00
7a451bed-3462-4f26-afbc-f214530e3b09,A,,0,0,,,
4ca51183-ac5a-42ec-929c-2e5e28647b5a,AE,,0,0,0.00,13400.00,0.00
ecd77672-c2f3-44fc-8604-e44fa93ad455,A,1.0,1,1,0.00,1392.98,0.00
a02d39e0-742b-4c9b-b1df-5d82fcca9a07,X,,1,0,,,
ba06775a-403a-4dac-84b8-f3f4f8414d97,AE,0.0,1,0,4871.54,0.00,0.00
97ecabf7-de66-40d6-9df4-aa9eb2ffe55b,X,,0,1,8980.35,7934.85,0.00
9d71ba25-18ae-46a8-830b-7bb10174bd7e,AE,,0,1,76973.18,0.00,0.00
3913684b-b406-472b-a53b-f4e2caffe688,X,,0,1,10248.16,10768.00,0.00
014fe7c7-ae08-4795-b93c-ab88f669ee54,AE,,0,1,71268.45,0.00,0.00
d5b2ef73-6857-416a-aa84-a4cbac718f7a,X,,0,1,127818.37,54780.55,0.00
ff17edaf-0006-4aa1-ba67-95cd31d53fcf,A05,,0,0,1503.68,400.00,0.00
f092cc36-188c-4cca-9f94-12309dcd6b49,A99,,0,1,83309.98,44271.15,0.00
46ae4aa1-66f9-4011-b9af-c046ba110457,AE,7.0,1,0,25530.40,0.00,0.00
28d662d2-b115-4906-8392-d99f0ac5fcb6,X,,0,1,110468.85,55937.74,0.00
0a045772-5533-4ee4-8a4a-65f2dd8a8f7c,AE,2.0,1,1,20654.74,0.00,0.00
2a28f7d8-a762-4666-aa88-54e3e46d53b2,V08,,0,0,,,
64bd75d8-d5e2-435e-81d0-d9106ec9d096,A15,,0,1,47122.24,0.00,0.00
91e2c0ca-8ccf-46f1-a78f-f959847fd925,A10,,0,0,1790.00,0.00,0.00
950179aa-bc3c-4305-bb27-6c34e875ba48,A08,,0,0,17169.20,0.00,0.00
773ef527-9058-441e-8bb5-76116f359bca,B,,0,0,0.00,1407.02,0.00
6b69bd6b-cb68-4b89-bbc5-f2fa87991468,C,,1,0,1830.14,0.00,0.00
3d580c4b-31f6-4466-8dcf-9cba0156eced,AE,2.0,1,0,177200.01,164278.87,0.00
4d01c63d-5d2b-420d-8384-37476b47d15a,AE,,0,1,2509.69,0.00,0.00
6839f6d8-2483-4d0a-94ae-04b1199a3df0,AE,3.0,0,1,,,
a6ddf93f-b655-4ae7-960a-ff158a778201,AE,0.0,1,1,0.00,14800.00,0.00
aa685399-c31a-4b45-9294-1489d94f3689,AE,2.0,0,0,5618.58,1075.00,0.00
601fa064-9959-42bd-ae0c-bce499205652,A,0.0,0,0,2227.76,0.00,0.00
27ef259a-8f14-485c-9794-749546e35671,AE,-5.0,1,1,15824.03,0.00,0.00
4e96a9ed-9e5b-425c-bc4e-69e85a52b937,,,0,0,10000.00,5000.00,0.00
8ade09b2-9190-4d62-bf8e-2d72a789b24e,A08,-7.0,1,0,155100.00,5600.00,0.00
f6b3e115-66ec-4b96-a70e-addbb67387e2,X,,0,1,,,
50a32b69-1915-4687-8bd5-769a4c1323e0,AE,1.0,0,1,27907.64,0.00,0.00
be591432-bad6-488e-8e4b-d3378d4279b5,A10,1.0,0,0,,,
fd0d1b1d-855c-4496-9138-fabbaa3522e7,AE,1.0,1,0,40103.85,0.00,0.00
36cd224f-522f-41a4-a3a4-be3514e92a5b,AE,,0,1,20485.72,0.00,0.00
68f0b8bc-fcaa-457a-8233-9141f57c29d7,A01,2.0,0,1,,,
4b95850c-5739-472b-ada1-1c3f714e6a29,AE,6.0,0,1,94854.57,0.00,0.00
